unique_id,category,variation,nice_name,artist,mafia_name,twitter,instagram,filename paste,file,inches,inch_variance,radius_max,serving_min,serving_max,pie_count,layer
5655,topping-vegetable,tofu,Tofu,Haney Canvas,,,,5655-topping-vegetable-tofu,Y,1,,,,,,
5660,topping-vegetable,spinach,Spinach,Laura Shepherd,3D Pizza,@Ls528art,@Ls528,5660-topping-vegetable-spinach,Y,2,3,4,2,3,,
5661,topping-vegetable,spinach,Spinach,Laura Shepherd,3D Pizza,@Ls528art,@Ls528,5661-topping-vegetable-spinach,Y,2,3,4,2,3,,
5662,topping-vegetable,spinach,Spinach,Laura Shepherd,3D Pizza,@Ls528art,@Ls528,5662-topping-vegetable-spinach,Y,2,3,4,2,3,,
5663,topping-vegetable,spinach,Spinach,Laura Shepherd,3D Pizza,@Ls528art,@Ls528,5663-topping-vegetable-spinach,Y,2.5,3.5,4.5,2,3,,
5664,topping-vegetable,spinach,Spinach,Laura Shepherd,3D Pizza,@Ls528art,@Ls528,5664-topping-vegetable-spinach,Y,2.5,3.5,4.5,2,3,,
5665,topping-vegetable,spinach,Spinach,Laura Shepherd,3D Pizza,@Ls528art,@Ls528,5665-topping-vegetable-spinach,Y,3,4,4.5,2,3,,
5670,topping-vegetable,pickles,Pickles,maceo Culture,,,,5670-topping-vegetable-pickles,Y,1.5,,,,,,
5671,topping-vegetable,pickles,Pickles,maceo Culture,,,,5671-topping-vegetable-pickles,Y,1.5,,,,,,
5672,topping-vegetable,pickles,Pickles,maceo Culture,,,,5672-topping-vegetable-pickles,Y,5,,,,,,
5673,topping-vegetable,pickles,Pickles,maceo Culture,,,,5673-topping-vegetable-pickles,Y,5,,,,,,
5680,topping-vegetable,bamboo,Bamboo,Damon Wolfe,,,,5680-topping-vegetable-bamboo,Y,5,,,,,,
5681,topping-vegetable,bamboo,Bamboo,Damon Wolfe,,,,5681-topping-vegetable-bamboo,Y,5,,,,,,
5682,topping-vegetable,bamboo,Bamboo,Damon Wolfe,,,,5682-topping-vegetable-bamboo,Y,5,,,,,,
5683,topping-vegetable,bamboo,Bamboo,Damon Wolfe,,,,5683-topping-vegetable-bamboo,Y,5,,,,,,
5684,topping-vegetable,bamboo,Bamboo,Damon Wolfe,,,,5684-topping-vegetable-bamboo,Y,5,,,,,,
5690,topping-vegetable,rosemary,Rosemary,Ashira Siegel Fox,,,,5690-topping-vegetable-rosemary,Y,4,,,,,,
5691,topping-vegetable,rosemary,Rosemary,Ashira Siegel Fox,,,,5691-topping-vegetable-rosemary,Y,1,,,,,,
5692,topping-vegetable,rosemary,Rosemary,Ashira Siegel Fox,,,,5692-topping-vegetable-rosemary,Y,4,,,,,,
5693,topping-vegetable,rosemary,Rosemary,Ashira Siegel Fox,,,,5693-topping-vegetable-rosemary,Y,1,,,,,,
5694,topping-vegetable,rosemary,Rosemary,Ashira Siegel Fox,,,,5694-topping-vegetable-rosemary,Y,1,,,,,,
5695,topping-vegetable,rosemary,Rosemary,Ashira Siegel Fox,,,,5695-topping-vegetable-rosemary,Y,1,,,,,,
5700,topping-vegetable,shadowplant,Shadow Plant,,Don Shadow,,,5700-topping-vegetable-shadowplant,Y,5,,,,,,
5701,topping-vegetable,shadowplant,Shadow Plant,,Don Shadow,,,5701-topping-vegetable-shadowplant,Y,5,,,,,,
5702,topping-vegetable,shadowplant,Shadow Plant,,Don Shadow,,,5702-topping-vegetable-shadowplant,Y,5,,,,,,
5703,topping-vegetable,shadowplant,Shadow Plant,,Don Shadow,,,5703-topping-vegetable-shadowplant,Y,5,,,,,,
5704,topping-vegetable,shadowplant,Shadow Plant,,Don Shadow,,,5704-topping-vegetable-shadowplant,Y,5,,,,,,
5705,topping-vegetable,shadowplant,Shadow Plant,,Don Shadow,,,5705-topping-vegetable-shadowplant,Y,5,,,,,,
5710,topping-vegetable,redonion,Red Onion,,Antonio Gloria,,,5710-topping-vegetable-redonion,Y,,,,,,,
5711,topping-vegetable,redonion,Red Onion,,Antonio Gloria,,,5711-topping-vegetable-redonion,Y,,,,,,,
5712,topping-vegetable,redonion,Red Onion,,Antonio Gloria,,,5712-topping-vegetable-redonion,Y,,,,,,,
5713,topping-vegetable,redonion,Red Onion,,Antonio Gloria,,,5713-topping-vegetable-redonion,Y,,,,,,,
5714,topping-vegetable,redonion,Red Onion,,Antonio Gloria,,,5714-topping-vegetable-redonion,Y,,,,,,,
5715,topping-vegetable,redonion,Red Onion,,Antonio Gloria,,,5715-topping-vegetable-redonion,Y,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6000,topping-seafood,shrimp,Shrimp,Anthony Shafer,,,,6000-topping-seafood-shrimp,Y,2.25,,,,,100,
6001,topping-seafood,shrimp,King Shrimp,Anthony Shafer,,,,6001-topping-seafood-shrimp,Y,2.5,,,,,50,
6002,topping-seafood,shrimp,Chef Shrimp,Anthony Shafer,,,,6002-topping-seafood-shrimp,Y,2.375,,,,,50,
6003,topping-seafood,shrimp,Head Chef Shrimp,Anthony Shafer,,,,6003-topping-seafood-shrimp,Y,2.4,,,,,30,
6004,topping-seafood,shrimp,,Anthony Shafer,,,,6004-topping-seafood-shrimp,Y,2.25,,,,,100,330
6010,topping-seafood,anchovies,Anchovy in water,Analemma,,,,6010-topping-seafood-anchovies,Y,3.5,,,,,,
6011,topping-seafood,anchovies,With a monocle,Analemma,,,,6011-topping-seafood-anchovies,Y,3.5,,,,,,
6020,topping-seafood,lobster,Lobster Claw,Badir McCleary,,,,6020-topping-seafood-lobster,Y,3,0.15,,,,30,
6021,topping-seafood,lobster,A live lobster,Badir McCleary,,,,6021-topping-seafood-lobster,Y,8.5,0.5,,,,10,top
6030,topping-seafood,scallop,Scallop,Mark Beylin,,,,6030-topping-seafood-scallop,Y,1.75,0.25,,,,,
6031,topping-seafood,scallop,Scallop,Mark Beylin,,,,6031-topping-seafood-scallop,Y,1.75,0.25,,,,,
6040,topping-seafood,salmon,Salmon,d3cker,,,,6040-topping-seafood-salmon,Y,4.5,0.1,,,,,
6041,topping-seafood,salmon,Salmon,d3cker,,,,6041-topping-seafood-salmon,Y,4.5,,,,,,
6042,topping-seafood,salmon,Salmon,d3cker,,,,6042-topping-seafood-salmon,Y,4.5,,,,,,
6050,topping-seafood,sardine,Sardine,LoBo_301,,,,6050-topping-seafood-sardine,Y,4,,,,,,
6051,topping-seafood,sardine,Sardine,LoBo_301,,,,6051-topping-seafood-sardine,Y,4,,,,,,
6060,topping-seafood,smokedsalmon,Smoked Salmon,Brad (Submitted),,,,6060-topping-seafood-smokedsalmon,N,,,,,,,
6070,topping-seafood,calamari,Calamari,necatuss (WIP),,,,6070-topping-seafood-calamari,N,,,,,,,
6080,topping-seafood,cthulhu,Cthulhu,Charlie Witter,,,,6080-topping-seafood-cthulhu,Y,9,,,,,,
6090,topping-seafood,poke,Poke,Jade Eiger,,,,6090-topping-seafood-poke,Y,4,,,,,,
6091,topping-seafood,poke,Poke,Jade Eiger,,,,6091-topping-seafood-poke,Y,4,,,,,,
6092,topping-seafood,poke,Poke,Jade Eiger,,,,6092-topping-seafood-poke,Y,4,,,,,,
6093,topping-seafood,poke,Poke,Jade Eiger,,,,6093-topping-seafood-poke,Y,4,,,,,,
6094,topping-seafood,poke,Poke,Jade Eiger,,,,6094-topping-seafood-poke,Y,4,,,,,,
6095,topping-seafood,poke,Poke,Jade Eiger,,,,6095-topping-seafood-poke,Y,4,,,,,,
6100,topping-seafood,octopus,Octopus,Stefanos Vasdekis,,,,6100-topping-seafood-octopus,Y,3,,,,,,
6110,topping-seafood,oysters,Oysters,Jared Goodman,,,,6110-topping-seafood-oysters,Y,3,,,,,,
6111,topping-seafood,oysters,Royal Oysters,Jared Goodman,,,,6111-topping-seafood-oysters,Y,3,,,,,,
6120,topping-seafood,endangered,Dolphin,Skylar Shafer,,,,6120-topping-seafood-endangered,Y,2,,,,,,
6121,topping-seafood,endangered,Sea Turtle,Skylar Shafer,,,,6121-topping-seafood-endangered,Y,2,,,,,,
6130,topping-seafood,umi,Umi Sea Urchin,Hosugi,,,,6130-topping-seafood-umi,Y,2,,,,,,
6131,topping-seafood,umi,Umi Sea Urchin,Hosugi,,,,6131-topping-seafood-umi,Y,2,,,,,,
6132,topping-seafood,umi,Umi Sea Urchin,Hosugi,,,,6132-topping-seafood-umi,Y,2,,,,,,
6200,topping-bugs,crickets,Crickets,AJ,,,,6200-topping-bugs-crickets,Y,1,,,,,,
6201,topping-bugs,crickets,Crickets,AJ,,,,6201-topping-bugs-crickets,Y,1,,,,,,
6210,topping-bugs,worms,Worms,Stephen Judge,,,,6210-topping-bugs-worms,Y,4,,,,,,
6220,topping-bugs,wasp,Wasp,Stayseaart,,,,6220-topping-bugs-wasp,Y,0.75,,,,,,
6230,topping-bugs,cicada,Cicada,necatuss,,,,6230-topping-bugs-cicada,Y,1,,,,,,
6240,toppings-bugs,maggots,Red Devil Maggot,@twitchitt,,,,6240-toppings-bugs-maggots,Y,0.25,,,,,,
6241,toppings-bugs,maggots,Purple Pizza Eater,@twitchitt,,,,6241-toppings-bugs-maggots,Y,0.25,,,,,,
6250,toppings-bugs,spiders,Zac Kenny,,,,,6250-toppings-bugs-spiders,Y,1,,,,,,
6251,toppings-bugs,spiders,Zac Kenny,,,,,6251-toppings-bugs-spiders,Y,1,,,,,,
6252,toppings-bugs,spiders,Zac Kenny,,,,,6252-toppings-bugs-spiders,Y,1,,,,,,
6253,toppings-bugs,spiders,Zac Kenny,,,,,6253-toppings-bugs-spiders,Y,1,,,,,,
6254,toppings-bugs,spiders,Zac Kenny,,,,,6254-toppings-bugs-spiders,Y,1,,,,,,
6255,toppings-bugs,spiders,Zac Kenny,,,,,6255-toppings-bugs-spiders,Y,1,,,,,,
6300,toppings-herb,hibiscus,WTF,Christopher L Rodgers,,Chris__Rodgers,,6300-toppings-herb-hibiscus,Y,5,,,,,,
6301,toppings-herb,hibiscus,WTF,Christopher L Rodgers,,Chris__Rodgers,,6301-toppings-herb-hibiscus,Y,5,,,,,,
6310,toppings-herb,cannabis,Baked Bud,Jaymes Westfall ,,,,6310-toppings-herb-cannabis,Y,2,,,,,,
6311,toppings-herb,cannabis,Baked Bud,Jaymes Westfall ,,,,6311-toppings-herb-cannabis,Y,2,,,,,,
6312,toppings-herb,cannabis,Baked Bud,Jaymes Westfall ,,,,6312-toppings-herb-cannabis,Y,2,,,,,,
6313,toppings-herb,cannabis,Baked Bud,Jaymes Westfall ,,,,6313-toppings-herb-cannabis,Y,2,,,,,,
6314,toppings-herb,cannabis,Baked Bud,Jaymes Westfall ,,,,6314-toppings-herb-cannabis,Y,2,,,,,,
6315,toppings-herb,cannabis,Baked Bud,Jaymes Westfall ,,,,6315-toppings-herb-cannabis,Y,2,,,,,,
6316,toppings-herb,cannabis,Baked Bud,Jaymes Westfall ,,,,6316-toppings-herb-cannabis,Y,2,,,,,,
6320,toppings-herb,basil,Basic Basil,Adriana Skura,,,,6320-toppings-herb-basil,Y,2,,,,,,
6321,toppings-herb,basil,Basil with a bite,Adriana Skura,,,,6321-toppings-herb-basil,Y,2,,,,,,
6322,toppings-herb,basil,Basil with a bloody bite,Adriana Skura,,,,6322-toppings-herb-basil,Y,2,,,,,,
6330,toppings-herb,hemp,Hemp,,,,,6330-toppings-herb-hemp,Y,2,,,,,,
6331,toppings-herb,hemp,Hemp,,,,,6331-toppings-herb-hemp,Y,2,,,,,,
6400,topping-eggs,dino,Dino,hamm / Squirty Mayo submitted on in case hamm didnt,,,,6400-topping-eggs-dino,Y,9,,,,,,
6410,topping-eggs,gold,Gold,VinnyR,,,,6410-topping-eggs-gold,Y,9,,,,,,
6420,topping-eggs,goose,Goose,Joe Carter (WIP),,,,6420-topping-eggs-goose,Y,4.5,,,,,,
6421,topping-eggs,faberge,Faberge,Robin (Rejected),,,,6421-topping-eggs-faberge,N,,,,,,,
6500,topping-space,astronaut,Astronaut,,,,,6500-topping-space-astronaut,N,,,,,,,
6510,topping-space,lunarlander,Lunar Lander,Zade Shafer,,,,6510-topping-space-lunarlander,Y,,,,,,,
6520,topping-space,sputnik,Sputnik,Austin Hill,,,,6520-topping-space-sputnik,N,,,,,,,
6530,topping-space,shrimp,Space Shrimp,Anthony Shafer,,,,6530-topping-space-shrimp,Y,,,,,,,
6540,topping-space,robot,Robot,Benjamin Shafer,,,,6540-topping-space-robot,Y,,,,,,,
6550,topping-space,movielight,movielight,,,,,6550-topping-space-movielight,Y,,,,,,,
6560,topping-space,tesla,Tesla,TheShapeMaker,,,,6560-topping-space-tesla,Y,,,,,,,
6570,topping-space,meateorite,Meteorite,,,,,6570-topping-space-meateorite,Y,,,,,,,
6571,topping-space,meateorite,Meteorite,,,,,6571-topping-space-meateorite,Y,,,,,,,
6572,topping-space,meateorite,Meteorite,,,,,6572-topping-space-meateorite,Y,,,,,,,
6573,topping-space,meateorite,Meteorite,,,,,6573-topping-space-meateorite,Y,,,,,,,
6574,topping-space,meateorite,Meteorite,,,,,6574-topping-space-meateorite,Y,,,,,,,
6580,topping-space,madamealien,Madame Alien,,,,,6580-topping-space-madamealien,Y,,,,,,,
6581,topping-space,madamealien,Madame Alien,,,,,6581-topping-space-madamealien,Y,,,,,,,
6582,topping-space,madamealien,Madame Alien,,,,,6582-topping-space-madamealien,Y,,,,,,,
6583,topping-space,madamealien,Madame Alien,,,,,6583-topping-space-madamealien,Y,,,,,,,
6584,topping-space,madamealien,Madame Alien,,,,,6584-topping-space-madamealien,Y,,,,,,,
6585,topping-space,madamealien,Madame Alien,,,,,6585-topping-space-madamealien,Y,,,,,,,
6590,topping-space,,,,,,,6590-topping-space-,N,,,,,,,
6700,topping-misc,dilldough,Dill Dough Peperoni,Jennifer Stein,,,,6700-topping-misc-dilldough,Y,,,,,,,
6701,topping-misc,dilldough,Dill Dough Basil,Jennifer Stein,,,,6701-topping-misc-dilldough,Y,,,,,,,
6702,topping-misc,dilldough,Dill Dough Mushrooms,Jennifer Stein,,,,6702-topping-misc-dilldough,Y,,,,,,,
6703,topping-misc,dilldough,Dill Dough Pineapple,Jennifer Stein,,,,6703-topping-misc-dilldough,Y,,,,,,,
6704,topping-misc,dilldough,Dill Dough Red Pepper,Jennifer Stein,,,,6704-topping-misc-dilldough,Y,,,,,,,
6705,topping-misc,dilldough,Dill Dough Yellow Pepper,Jennifer Stein,,,,6705-topping-misc-dilldough,Y,,,,,,,
6710,topping-misc,puzzle,Puzzle,Don Glee,,,,6710-topping-misc-puzzle,Y,,,,,,,
6711,topping-misc,puzzle,Puzzle,Don Glee,,,,6711-topping-misc-puzzle,Y,,,,,,,
6712,topping-misc,puzzle,Puzzle,Don Glee,,,,6712-topping-misc-puzzle,Y,,,,,,,
6713,topping-misc,puzzle,Puzzle,Don Glee,,,,6713-topping-misc-puzzle,Y,,,,,,,
6714,topping-misc,puzzle,Puzzle,Don Glee,,,,6714-topping-misc-puzzle,Y,,,,,,,
6715,topping-misc,puzzle,Puzzle,Don Glee,,,,6715-topping-misc-puzzle,Y,,,,,,,
6720,topping-misc,goldflakes,Gold Flakes,Slyce,,,,6720-topping-misc-goldflakes,Y,,,,,,,
6721,topping-misc,goldflakes,Gold Flakes,Slyce,,,,6721-topping-misc-goldflakes,Y,,,,,,,
6722,topping-misc,goldflakes,Gold Flakes,Slyce,,,,6722-topping-misc-goldflakes,Y,,,,,,,
6730,topping-misc,diamonds,Diamonds,Joshua Herbert,,,,6730-topping-misc-diamonds,Y,,,,,,,
6731,topping-misc,diamonds,Diamonds,Joshua Herbert,,,,6731-topping-misc-diamonds,Y,,,,,,,
6732,topping-misc,diamonds,Diamonds,Joshua Herbert,,,,6732-topping-misc-diamonds,Y,,,,,,,
6740,topping-misc,twinkieweiner,Twinky Weiner Sandwich,Matthew Ward,,,,6740-topping-misc-twinkieweiner,Y,,,,,,,
6750,topping-misc,paintstrokes,Wave Paint Stroke,Matthew Stone,,artmatthewstone,,6750-topping-misc-paintstrokes,Y,2,,,,,,
6751,topping-misc,paintstrokes,Orange Paint Strokes,Matthew Stone,,artmatthewstone,,6751-topping-misc-paintstrokes,Y,2,,,,,,
6752,topping-misc,paintstrokes,Red Paint Strokes,Matthew Stone,,artmatthewstone,,6752-topping-misc-paintstrokes,Y,2,,,,,,
6753,topping-misc,paintstrokes,Cresting Wave Paint Strokes,Matthew Stone,,artmatthewstone,,6753-topping-misc-paintstrokes,Y,2,,,,,,
6754,topping-misc,paintstrokes,Seafoam Paint Strokes,Matthew Stone,,artmatthewstone,,6754-topping-misc-paintstrokes,Y,2,,,,,,
6760,topping-misc,thingswitheyes,Things With Eyes,John Burgerman,,,,,,,,,,,,
6761,topping-misc,thingswitheyes,Things With Eyes,John Burgerman,,,,,,,,,,,,
6762,topping-misc,thingswitheyes,Things With Eyes,John Burgerman,,,,,,,,,,,,
6763,topping-misc,thingswitheyes,Things With Eyes,John Burgerman,,,,,,,,,,,,
6770,topping-misc,dogtoy,Dog Toy,,Pizza Granny,,,,,,,,,,,
6771,topping-misc,dogtoy,Dog Toy,,Pizza Granny,,,,,,,,,,,
6772,topping-misc,dogtoy,Dog Toy,,Pizza Granny,,,,,,,,,,,
6773,topping-misc,dogtoy,Dog Toy,,Pizza Granny,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6800,topping-snax,snaprocks,Snap Rocks,Roze,,,,6800-topping-snax-snaprocks,Y,0.75,,,,,,
6801,topping-snax,snaprocks,Snap Rocks,Roze,,,,6801-topping-snax-snaprocks,Y,0.75,,,,,,
6802,topping-snax,snaprocks,Snap Rocks,Roze,,,,6802-topping-snax-snaprocks,Y,0.75,,,,,,
6803,topping-snax,snaprocks,Snap Rocks,Roze,,,,6803-topping-snax-snaprocks,Y,0.75,,,,,,
6820,topping-snax,starcandies,Star Candies,Michael Karam Byun,,,,6820-topping-snax-starcandies,Y,0.75,,,,,,
6821,topping-snax,starcandies,Star Candies,Michael Karam Byun,,,,6821-topping-snax-starcandies,Y,0.75,,,,,,
6822,topping-snax,starcandies,Star Candies,Michael Karam Byun,,,,6822-topping-snax-starcandies,Y,0.75,,,,,,
6823,topping-snax,starcandies,Star Candies,Michael Karam Byun,,,,6823-topping-snax-starcandies,Y,0.75,,,,,,
6824,topping-snax,starcandies,Star Candies,Michael Karam Byun,,,,6824-topping-snax-starcandies,Y,0.75,,,,,,
6825,topping-snax,starcandies,Star Candies,Michael Karam Byun,,,,6825-topping-snax-starcandies,Y,0.75,,,,,,
6826,topping-snax,starcandies,Star Candies,Michael Karam Byun,,,,6826-topping-snax-starcandies,Y,0.75,,,,,,
6827,topping-snax,starcandies,Star Candies,Michael Karam Byun,,,,6827-topping-snax-starcandies,Y,0.75,,,,,,
6830,topping-snax,icecream,Vanilla Ice Cream,Kevin Pohle,,,,6830-topping-snax-icecream,Y,6,,,,,,
6831,topping-snax,icecream,Strawberry Ice Cream,Kevin Pohle,,,,6831-topping-snax-icecream,Y,6,,,,,,
6832,topping-snax,icecream,Chocolate Ice Cream,Kevin Pohle,,,,6832-topping-snax-icecream,Y,6,,,,,,
6840,topping-snax,popcorn,Popcorn,Untitled Day,,,,6840-topping-snax-popcorn,Y,1,,,,,,
6841,topping-snax,popcorn,Popcorn,Untitled Day,,,,6841-topping-snax-popcorn,Y,1,,,,,,
6842,topping-snax,popcorn,Popcorn,Untitled Day,,,,6842-topping-snax-popcorn,Y,1,,,,,,
6843,topping-snax,popcorn,Popcorn,Untitled Day,,,,6843-topping-snax-popcorn,Y,1,,,,,,
6844,topping-snax,popcorn,Popcorn,Untitled Day,,,,6844-topping-snax-popcorn,Y,1,,,,,,
6845,topping-snax,popcorn,Popcorn,Untitled Day,,,,6845-topping-snax-popcorn,Y,1,,,,,,
6900,topping-crypto,defifriends,DeFi Friends,,,,,6900-topping-crypto-defifriends,N,,,,,,,
7000,extra-crypto,swoledoge,Swole Doge,Wayne,,,,7000-extra-crypto-swoledoge,Y,7,,,,,,
7001,extra-crypto,swoledoge,Swole Doge,Wayne,,,,7001-extra-crypto-swoledoge,Y,7,,,,,,
7002,extra-crypto,swoledoge,Swole Doge,Wayne,,,,7002-extra-crypto-swoledoge,Y,7,,,,,,
7003,extra-crypto,swoledoge,Swole Doge,Wayne,,,,7003-extra-crypto-swoledoge,Y,7,,,,,,
7010,extra-crypto,laszlo,Laszlo,Alex,,,,7010-extra-crypto-laszlo,Y,5,,,,,,
7011,extra-crypto,laszlo,Laszlo,Alex,,,,7011-extra-crypto-laszlo,Y,5,,,,,,
7012,extra-crypto,laszlo,Laszlo,Alex,,,,7012-extra-crypto-laszlo,Y,5,,,,,,
7013,extra-crypto,laszlo,Laszlo,Alex,,,,7013-extra-crypto-laszlo,Y,5,,,,,,
7014,extra-crypto,laszlo,Laszlo,Alex,,,,7014-extra-crypto-laszlo,Y,5,,,,,,
7100,extra-bugs,maggots,Maggots,@twitchitt,,,,7100-extra-bugs-maggots,Y,0.5,,,,,,
7200,extra-misc,chirstmaslights,Christmas Lights,@AmyforCryptoArt ,,,,7200-extra-misc-chirstmaslights,Y,9,,,,,,
8000,extra-special,rockandrolltesla,Tesla,The Shape Maker,,,,8000-extra-special-rockandrolltesla,Y,2.5,,,,,,
8020,extra-special,poplogo,Exploding Snap Rocks Blue,Roze,,,,8020-extra-special-poplogo,Y,4,,,,,,
8021,extra-special,poplogo,Exploding Snap Rocks Pink,Roze,,,,8021-extra-special-poplogo,Y,4,,,,,,
8030,extra-special,nyanpizza,,Nika Kotláriková ,,,,8030-extra-special-nyanpizza,Y,6,,,,,,
8040,extra-special,buttons,,,,,,8040-extra-special-buttons,Y,1,,,,,,
8041,extra-special,buttons,,,,,,8041-extra-special-buttons,Y,1,,,,,,
8042,extra-special,buttons,,,,,,8042-extra-special-buttons,Y,1,,,,,,
8043,extra-special,buttons,,,,,,8043-extra-special-buttons,Y,1,,,,,,
8044,extra-special,buttons,,,,,,8044-extra-special-buttons,Y,1,,,,,,
8045,extra-special,buttons,,,,,,8045-extra-special-buttons,Y,1,,,,,,
9000,seasoning,pepperflakes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8100,extra-squirt,,Squirty Mayonnaise,Ed Mason,,,,8100-extra-squirt-,N,,,,,,,
8110,extra-squirt,,Hot Sauce🔥,AJ Colores / Audio Visual Cult,,,,8110-extra-squirt-,N,,,,,,,
8120,extra-squirt,,Spicy Honey,Love,,,,8120-extra-squirt-,N,,,,,,,
8130,extra-squirt,ranch,Ranch,Hallie,,,,8130-extra-squirt-ranch,Y,9,,,,,,
8140,extra-squirt,cheesewizz,Cheeze Wizz,BlockchainCollectiV,,,,8140-extra-squirt-cheesewizz,Y,8,,,,,,
8150,extra-squirt,peptomics,Peptomics Avarice,Johannes Blank,,,,8150-extra-squirt-peptomics,Y,1,,,,,,
8151,extra-squirt,peptomics,Peptomics Envy,Johannes Blank,,,,8151-extra-squirt-peptomics,Y,1,,,,,,
8152,extra-squirt,peptomics,Peptomics Gluttony,Johannes Blank,,,,8152-extra-squirt-peptomics,Y,1,,,,,,
8153,extra-squirt,peptomics,Peptomics Lust,Johannes Blank,,,,8153-extra-squirt-peptomics,Y,1,,,,,,
8154,extra-squirt,peptomics,Peptomics Pride,Johannes Blank,,,,8154-extra-squirt-peptomics,Y,1,,,,,,
8155,extra-squirt,peptomics,Peptomics Sloth,Johannes Blank,,,,8155-extra-squirt-peptomics,Y,1,,,,,,
8156,extra-squirt,peptomics,Peptomics Rath,Johannes Blank,,,,8156-extra-squirt-peptomics,Y,1,,,,,,
8160,extra-pizza,mafia,The Pizza Mafia,Paul van der Meer,,,,8160-extra-pizza-mafia,Y,,,,,,,
8161,extra-pizza,mafia,The Pizza Mafia,Paul van der Meer,,,,8161-extra-pizza-mafia,Y,,,,,,,
8162,extra-pizza,mafia,The Pizza Mafia,Paul van der Meer,,,,8162-extra-pizza-mafia,Y,,,,,,,
8163,extra-pizza,mafia,The Pizza Mafia,Paul van der Meer,,,,8163-extra-pizza-mafia,Y,,,,,,,
8164,extra-pizza,mafia,The Pizza Mafia,Paul van der Meer,,,,8164-extra-pizza-mafia,Y,,,,,,,
8170,extra-nft,antinfta,AntiNFTa,Antinfta,,,,8170-extra-nft-antinfta,Y,,,,,,,
9000,seasoning-spice,glitter,Red glitter Sauce ,Lauren Simon,,,,9000-seasoning-spice-glitter,N,,,,,,,
9010,seasoning-spice,cardamon,,mdem (WIP),,,,9010-seasoning-spice-cardamon,N,,,,,,,
9020,seasoning-spice,paprika,,,,,,9020-seasoning-spice-paprika,N,,,,,,,
9030,seasoning-spice,blackpepper,,,,,,9030-seasoning-spice-blackpepper,N,,,,,,,
9040,seasoning-spice,pepperflakes,,,,,,9040-seasoning-spice-pepperflakes,N,,,,,,,
9050,seasoning-spice,garlicpowder,,,,,,9050-seasoning-spice-garlicpowder,N,,,,,,,
9060,seasoning-spice,oregano,Oregano,,,,,9060-seasoning-spice-oregano,Y,,,,,,,
9060,seasoning-spice,parsley,Parsley,,,,,9060-seasoning-spice-parsley,Y,,,,,,,
9061,seasoning-spice,parsley,Parsley,,,,,9061-seasoning-spice-parsley,Y,,,,,,,
9062,seasoning-spice,parsley,Parsley,,,,,9062-seasoning-spice-parsley,Y,,,,,,,
9063,seasoning-spice,parsley,Parsley,,,,,9063-seasoning-spice-parsley,Y,,,,,,,
9051,topping-seafood,Crab,,,,,,9051-topping-seafood-Crab,N,,,,,,,
9052,topping-seafood,Crab Claw,,,,,,9052-topping-seafood-Crab Claw,N,,,,,,,
 ,topping-fruit,banana,Banana,JOAN,,,, -topping-fruit-banana,Y,,,,,,,
,,,,,,,,--,N,,,,,,,
,topping-meat,,Chopped Liver,Joe Saavedra,,,,-topping-meat-,N,,,,,,,
9696,topping-fruit,Orange Peel,Orange Peel,Phillip Reay,,,,9696-orangepeel-v1.png,,,,,,,,